1847,Kepler-1321 c,1784,6.35,16.928,2016,Neptune-like,2.3968,Unknown,2.2,0,Kepler-132,Transit,,,18h52m56.59s,+41d20m34.9s,6003,,1.18,10.8542776
1848,Kepler-1322 b,3970,3.22,15.775,2016,Super Earth,1.61,Unknown,1,0,Kepler-132,Transit,,,18h52m56.59s,+41d20m34.9s,6003,,1.18,12.19817644
1849,Kepler-1323 b,1729,2.92,12.344,2016,Super Earth,1.52,Unknown,0.9,0,Kepler-1320,Transit,,,19h13m44.06s,+40d22m51.2s,4817,0.8,0.74,12.41041964
1850,Kepler-1324 b,1703,2.89,15.134,2016,Super Earth,1.51,Unknown,4.1,0,Kepler-1321,Transit,,,19h38m06.86s,+46d38m27.5s,4094,0.54,0.53,12.44614165
1851,Kepler-1325 b,3115,8.55,15.129,2016,Neptune-like,2.856,Unknown,33.9,0,Kepler-1321,Transit,,,19h38m06.86s,+46d38m27.5s,4094,0.54,0.53,10.29296509
1852,Kepler-1326 b,2968,16.3,12.741,2016,Neptune-like,4.1776,Unknown,42.4,0,Kepler-1322,Transit,,,19h32m49.09s,+45d26m07.4s,5488,0.9,0.87,9.171168794
1853,Kepler-1327 b,2244,3.89,13.884,2016,Super Earth,1.8,Unknown,14.9,0,Kepler-1323,Transit,,,19h31m29.35s,+46d05m56.0s,6169,1.18,1.4,11.78949988
1854,Kepler-1328 b,2055,0.904,13.803,2016,Terrestrial,0.98,Unknown,4.5,0,Kepler-1324,Transit,,,19h24m44.39s,+40d18m40.4s,4776,0.78,0.73,9.2428748
1855,Kepler-1329 b,2035,5.35,15.85,2016,Neptune-like,2.17,Unknown,9.3,0,Kepler-1325,Transit,,,19h00m04.13s,+42d05m07.4s,5550,0.93,0.91,11.15642642
1856,Kepler-132 b,988,1.92,11.818,2014,Super Earth,1.21,0.067,6.2,0,Kepler-1326,Transit,,,19h44m53.31s,+39d16m08.2s,6725,1.45,1.74,12.87719521
1857,Kepler-132 c,988,2.18,11.818,2014,Super Earth,1.28,0.068,6.4,0,Kepler-1327,Transit,,,19h16m15.57s,+50d27m39.5s,5885,1.02,1.03,13.06553945
1858,Kepler-132 d,988,3.02,11.818,2014,Super Earth,1.55,0.136,18,0,Kepler-1328,Transit,,,18h58m42.09s,+44d25m04.0s,5780,1,0.99,12.34338678
1859,Kepler-132 e,988,1.76,11.818,2016,Super Earth,1.18,Unknown,110.3,0,Kepler-1329,Transit,,,18h46m35.46s,+48d16m15.8s,4500,0.72,0.69,12.41193362
1860,Kepler-1330 b,3063,3.36,14.945,2016,Super Earth,1.65,Unknown,10.1,0,Kepler-133,Transit,,,19h49m06.71s,+48d19m13.2s,5736,,1.43,12.11887149
1861,Kepler-1331 b,1191,1.16,15.032,2016,Super Earth,1.05,Unknown,0.8,0,Kepler-133,Transit,,,19h49m06.71s,+48d19m13.2s,5736,,1.43,10.33166182
1862,Kepler-1332 b,1680,2.45,13.795,2016,Super Earth,1.37,Unknown,11.9,0,Kepler-1330,Transit,,,19h22m18.42s,+39d57m24.8s,5608,0.97,0.94,12.81786642
1863,Kepler-1333 b,3125,8.3,15.171,2016,Neptune-like,2.8112,Unknown,109.6,0,Kepler-1331,Transit,,,19h48m17.71s,+41d13m28.1s,4508,0.72,0.69,10.31300897
1864,Kepler-1334 b,3415,5.86,15.171,2016,Neptune-like,2.2848,Unknown,15.6,0,Kepler-1332,Transit,,,19h24m06.86s,+43d54m49.2s,5581,0.95,0.9,11.02280252
1865,Kepler-1335 b,2049,2.7,15.304,2016,Super Earth,1.45,Unknown,6.3,0,Kepler-1333,Transit,,,19h34m06.61s,+41d06m41.2s,5628,0.94,0.92,12.61010059
1866,Kepler-1336 b,2681,4.58,14.038,2016,Super Earth,1.98,Unknown,23.2,0,Kepler-1334,Transit,,,19h17m14.76s,+51d19m15.1s,5614,0.94,0.91,11.47165001
1867,Kepler-1336 c,2681,3.57,14.038,2016,Super Earth,1.71,Unknown,5.8,0,Kepler-1335,Transit,,,18h59m21.22s,+42d04m13.6s,4903,0.77,0.74,11.98855352
1868,Kepler-1337 b,1918,6.39,15.817,2016,Neptune-like,2.408,Unknown,24.4,0,Kepler-1336,Transit,,,19h45m06.65s,+46d53m59.5s,5512,0.94,1.3,10.82128124
1869,Kepler-1338 b,2019,0.721,13.574,2016,Terrestrial,0.92,Unknown,0.9,0,Kepler-1336,Transit,,,19h45m06.65s,+46d53m59.5s,5512,0.94,1.3,8.364700609
1870,Kepler-1339 b,871,0.285,12.123,2016,Terrestrial,0.71,Unknown,1.3,0,Kepler-1337,Transit,,,19h08m02.18s,+46d47m46.0s,4523,0.7,0.67,5.551610056
1871,Kepler-133 b,2170,3.75,12.841,2014,Super Earth,1.76,0.083,8.1,0,Kepler-1338,Transit,,,18h56m10.16s,+41d41m56.9s,5909,1.04,1.05,11.88766953
1872,Kepler-133 c,2170,8.45,12.841,2014,Neptune-like,2.8336,0.204 AU,31.5,0,Kepler-1339,Transit,,,18h54m58.99s,+48d22m24.2s,5586,0.94,0.93,10.33404653
1873,Kepler-1340 b,4635,3.02,14.755,2016,Super Earth,1.55,Unknown,0.7,0,Kepler-134,Transit,,,18h58m57.36s,+49d35m54.2s,5983,,1.18,12.34338678
1874,Kepler-1341 b,1520,9.22,15.018,2016,Neptune-like,2.9904,Unknown,133,0,Kepler-134,Transit,,,18h58m57.36s,+49d35m54.2s,5983,,1.18,10.12425661
1875,Kepler-1342 b,3070,3.39,15.383,2016,Super Earth,1.66,Unknown,2.2,0,Kepler-1340,Transit,,,19h44m55.87s,+42d28m22.0s,6331,1.27,1.42,12.08020525
1876,Kepler-1343 b,4263,4.38,15.53,2016,Super Earth,1.93,Unknown,3.4,0,Kepler-1341,Transit,,,18h42m02.82s,+44d09m33.7s,4662,0.79,0.72,11.54649797
1877,Kepler-1344 b,2776,4.04,14.027,2016,Super Earth,1.84,Unknown,4.8,0,Kepler-1342,Transit,,,19h48m04.82s,+43d25m57.2s,5527,0.93,0.9,11.71754177
1878,Kepler-1345 b,3797,6.17,13.705,2016,Neptune-like,2.3632,Unknown,44.6,0,Kepler-1343,Transit,,,19h37m10.69s,+50d43m31.4s,5759,0.95,0.93,10.84863254
1879,Kepler-1346 b,3663,3.12,14.462,2016,Super Earth,1.58,Unknown,3.4,0,Kepler-1344,Transit,,,19h08m20.71s,+46d56m44.9s,5981,1.09,1.13,12.2724483
1880,Kepler-1347 b,1047,1.08,13.412,2016,Super Earth,1.03,Unknown,14,0,Kepler-1345,Transit,,,19h29m54.71s,+46d01m22.2s,6449,1.32,1.55,9.996318782
1881,Kepler-1348 b,3370,4.42,14.679,2016,Super Earth,1.94,Unknown,27.6,0,Kepler-1346,Transit,,,19h27m21.91s,+45d10m45.0s,6133,1.14,1.21,11.53213189
1882,Kepler-1349 b,848,0.271,11.082,2016,Terrestrial,0.7,Unknown,2.1,0,Kepler-1347,Transit,,,19h58m38.31s,+40d50m37.9s,5193,0.82,0.79,5.43080241
1883,Kepler-134 b,1103,4.66,12.222,2014,Super Earth,2,0.06,5.3,0,Kepler-1348,Transit,,,19h28m20.99s,+49d47m19.6s,5911,1.04,1.04,11.43975482
1884,Kepler-134 c,1103,2.13,12.222,2014,Super Earth,1.26,0.092,10.1,0,Kepler-1349,Transit,,,19h05m21.21s,+48d44m38.8s,6086,1.16,1.28,13.17435326
1885,Kepler-1350 b,1142,6.9,16.233,2016,Neptune-like,2.52,Unknown,4.5,0,Kepler-135,Transit,,,19h21m58.83s,+38d47m43.7s,6090,,1.27,10.66937059
1886,Kepler-1350 c,1142,3.64,16.233,2016,Super Earth,1.73,Unknown,1.8,0,Kepler-135,Transit,,,19h21m58.83s,+38d47m43.7s,6090,,1.27,11.94262976
1887,Kepler-1351 b,786,0.208,14.087,2016,Terrestrial,0.65,Unknown,0.9,0,Kepler-1350,Transit,,,19h13m00.14s,+46d40m46.6s,3827,0.55,0.53,4.834231155
1888,Kepler-1352 b,2078,0.64,13.25,2016,Terrestrial,0.89,Unknown,1.9,0,Kepler-1350,Transit,,,19h13m00.14s,+46d40m46.6s,3827,0.55,0.53,7.933973616
1889,Kepler-1353 b,1944,3.89,15.506,2016,Super Earth,1.8,Unknown,24.8,0,Kepler-1351,Transit,,,19h34m26.09s,+42d11m51.6s,4439,0.7,0.67,11.78949988
1890,Kepler-1354 b,3448,9.11,14.369,2016,Neptune-like,2.968,Unknown,76.6,0,Kepler-1352,Transit,,,19h22m46.50s,+48d42m05.3s,6118,1.11,1.16,10.15503384
1891,Kepler-1355 b,3141,2.73,15.452,2016,Super Earth,1.46,Unknown,1.3,0,Kepler-1353,Transit,,,19h42m56.48s,+42d34m34.5s,4776,0.76,0.72,12.57615052
1892,Kepler-1356 b,2874,2.96,15.72,2016,Super Earth,1.53,Unknown,0.6,0,Kepler-1354,Transit,,,19h24m58.84s,+37d45m32.6s,6168,1.16,1.24,12.4165128
1893,Kepler-1357 b,3347,2.18,15.22,2016,Super Earth,1.28,Unknown,3,0,Kepler-1355,Transit,,,18h54m57.94s,+49d04m04.7s,5352,0.88,0.83,13.06553945
1894,Kepler-1358 b,1820,1.46,14.54,2016,Super Earth,1.12,Unknown,7.1,0,Kepler-1356,Transit,,,19h23m58.88s,+43d14m38.2s,5106,0.82,0.78,11.42898339
1895,Kepler-1359 b,2182,8.4,15.753,2016,Neptune-like,2.8224,Unknown,59.5,0,Kepler-1357,Transit,,,19h26m11.54s,+50d21m11.9s,5597,0.93,0.9,10.35459103
1896,Kepler-135 b,2065,3.93,12.679,2014,Super Earth,1.81,0.067,6,0,Kepler-1358,Transit,,,19h04m40.93s,+43d00m32.1s,5181,0.82,0.79,11.77948197
1897,Kepler-135 c,2065,1.65,12.679,2014,Super Earth,1.16,0.103,11.4,0,Kepler-1359,Transit,,,19h18m09.32s,+41d53m34.2s,4709,0.78,0.72,12.04089466
1898,Kepler-1360 b,4583,11.5,13.88,2016,Neptune-like,3.3936,Unknown,40.5,0,Kepler-136,Transit,,,19h45m52.16s,+42d35m55.6s,6165,,1.35,9.805445479
1899,Kepler-1361 b,1318,0.566,13.917,2016,Terrestrial,0.86,Unknown,3.6,0,Kepler-136,Transit,,,19h45m52.16s,+42d35m55.6s,6165,,1.35,7.514677029
1900,Kepler-1362 b,2502,7.27,15.825,2016,Neptune-like,2.5984,Unknown,136.2,0,Kepler-1360,Transit,,,20h01m22.58s,+45d37m23.6s,6778,1.51,1.83,10.57336408
1901,Kepler-1363 b,1823,2.1,15.292,2016,Super Earth,1.25,Unknown,2.9,0,Kepler-1361,Transit,,,18h54m15.68s,+46d54m15.3s,5131,0.83,0.79,13.19745105
1902,Kepler-1364 b,3748,5.27,13.186,2016,Neptune-like,2.15,Unknown,13.3,0,Kepler-1362,Transit,,,19h14m09.25s,+40d52m37.6s,4857,0.8,0.74,11.19501002
1903,Kepler-1365 b,1765,0.721,13.38,2016,Terrestrial,0.92,Unknown,7.7,0,Kepler-1363,Transit,,,19h47m59.17s,+49d15m23.1s,4839,0.76,0.72,8.364700609
1904,Kepler-1365 c,1765,0.437,13.38,2016,Terrestrial,0.8,Unknown,4.8,0,Kepler-1364,Transit,,,19h40m36.53s,+49d35m15.4s,6805,1.49,1.79,6.704899216
1905,Kepler-1366 b,1288,2.63,15.889,2016,Super Earth,1.43,Unknown,2.2,0,Kepler-1365,Transit,,,19h28m47.93s,+42d02m45.9s,5770,1,1.05,12.62915998
1906,Kepler-1367 b,1165,0.721,15.558,2016,Terrestrial,0.92,Unknown,1.6,0,Kepler-1365,Transit,,,19h28m47.93s,+42d02m45.9s,5770,1,1.05,8.364700609
1907,Kepler-1368 b,5709,3.36,15.873,2016,Super Earth,1.65,Unknown,0.7,0,Kepler-1366,Transit,,,19h00m15.58s,+41d33m17.5s,4070,0.62,0.6,12.11887149
1908,Kepler-1369 b,4032,7.7,15.35,2016,Neptune-like,2.688,Unknown,25.9,0,Kepler-1367,Transit,,,19h13m39.97s,+47d52m43.4s,4106,0.62,0.6,10.46460856
1909,Kepler-136 b,1389,19.8,11.754,2014,Super Earth,2.05,0.106,11.6,0,Kepler-1368,Transit,,,19h39m04.08s,+41d38m40.8s,5906,1.07,1.08,46.26454117
1910,Kepler-136 c,1389,4.62,11.754,2014,Super Earth,1.99,0.133,16.4,0,Kepler-1369,Transit,,,19h03m11.34s,+40d56m10.3s,5761,0.99,0.99,11.45583142
1911,Kepler-1370 b,2864,4.04,13.674,2016,Super Earth,1.84,Unknown,20.3,0,Kepler-137,Transit,,,18h48m32.53s,+43d02m20.8s,5187,,0.8,11.71754177
1912,Kepler-1370 c,2864,2.15,13.674,2016,Super Earth,1.27,Unknown,7.4,0,Kepler-137,Transit,,,18h48m32.53s,+43d02m20.8s,5187,,0.8,13.08946238
1913,Kepler-1371 b,1468,0.315,13.834,2016,Terrestrial,0.73,Unknown,3.4,0,Kepler-1370,Transit,,,18h58m15.76s,+41d46m42.5s,6202,1.19,1.29,5.804377163
1914,Kepler-1371 c,1468,0.196,13.834,2016,Terrestrial,0.64,Unknown,2,0,Kepler-1370,Transit,,,18h58m15.76s,+41d46m42.5s,6202,1.19,1.29,4.698799508
1915,Kepler-1372 b,3787,2.15,15.349,2016,Super Earth,1.27,Unknown,1.3,0,Kepler-1371,Transit,,,19h15m19.53s,+47d33m07.2s,5361,0.87,0.83,13.08946238
1916,Kepler-1373 b,3627,1.65,14.072,2016,Super Earth,1.16,Unknown,1.3,0,Kepler-1371,Transit,,,19h15m19.53s,+47d33m07.2s,5361,0.87,0.83,12.04089466
1917,Kepler-1374 b,3702,5.86,15.93,2016,Neptune-like,2.2848,Unknown,10.7,0,Kepler-1372,Transit,,,19h15m32.79s,+44d50m22.4s,5677,0.98,0.97,11.02280252
1918,Kepler-1375 b,4038,3.68,13.71,2016,Super Earth,1.74,Unknown,3.3,0,Kepler-1373,Transit,,,19h03m00.49s,+39d14m57.1s,6299,1.22,1.33,11.93548615
1919,Kepler-1376 b,2818,1.16,14.672,2016,Super Earth,1.05,Unknown,5.3,0,Kepler-1374,Transit,,,19h25m24.00s,+45d10m20.2s,5323,0.85,0.81,10.33166182
1920,Kepler-1377 b,3324,2.1,15.889,2016,Super Earth,1.25,Unknown,0.7,0,Kepler-1375,Transit,,,19h45m10.45s,+43d24m11.8s,6704,1.47,1.78,13.19745105
1921,Kepler-1378 b,1833,5.48,16.054,2016,Neptune-like,2.2,Unknown,12,0,Kepler-1376,Transit,,,19h07m50.02s,+42d32m29.0s,5659,0.98,0.97,11.11798255
1922,Kepler-1379 b,3102,2.24,15.853,2016,Super Earth,1.3,Unknown,0.9,0,Kepler-1377,Transit,,,19h16m46.91s,+46d39m06.1s,5218,0.86,0.82,13.01523772
1923,Kepler-137 b,997,2.76,12.941,2014,Super Earth,1.47,0.077,8.4,0,Kepler-1378,Transit,,,19h49m29.60s,+40d21m59.0s,4407,0.7,0.67,12.54195401
1924,Kepler-137 c,997,4.19,12.941,2014,Super Earth,1.88,0.13,18.7,0,Kepler-1379,Transit,,,19h34m40.91s,+41d24m36.9s,5188,0.83,0.79,11.64096854
1925,Kepler-1380 b,3944,2.63,15.614,2016,Super Earth,1.43,Unknown,10.3,0,Kepler-138,Transit,,2.6,19h21m31.57s,+43d17m34.7s,3841,0.52,0.44,12.62915998
1926,Kepler-1381 b,4260,5.69,15.478,2016,Neptune-like,2.2512,Unknown,25.4,0,Kepler-138,Transit,,6.2,19h21m31.57s,+43d17m34.7s,3841,0.52,0.44,11.02490605
1927,Kepler-1382 b,2381,4.19,12.757,2016,Super Earth,1.88,Unknown,16.4,0,Kepler-138,Transit,,2.1,19h21m31.57s,+43d17m34.7s,3841,0.52,0.44,11.64096854
1928,Kepler-1383 b,3135,2.57,13.708,2016,Super Earth,1.41,Unknown,13.9,0,Kepler-1380,Transit,,,19h12m27.85s,+42d26m25.5s,5570,0.96,0.94,12.69362574
1929,Kepler-1384 b,2016,4.42,15.446,2016,Super Earth,1.94,Unknown,15.4,0,Kepler-1381,Transit,,,19h10m08.58s,+48d43m40.0s,5747,0.96,0.94,11.53213189
1930,Kepler-1385 b,1719,0.543,12.844,2016,Terrestrial,0.85,Unknown,2.9,0,Kepler-1382,Transit,,,19h41m30.57s,+39d02m52.9s,6161,1.36,1.72,7.379938953
1931,Kepler-1386 b,2734,2.07,14.417,2016,Super Earth,1.24,Unknown,6.7,0,Kepler-1383,Transit,,,19h51m46.75s,+42d11m30.8s,6370,1.26,1.44,13.21958332
1932,Kepler-1387 b,1602,0.749,14.58,2016,Terrestrial,0.93,Unknown,2.3,0,Kepler-1384,Transit,,,19h44m51.64s,+39d31m37.4s,4919,0.78,0.74,8.503676139
1933,Kepler-1388 b,1605,7.22,16.294,2016,Neptune-like,2.5872,Unknown,12.3,0,Kepler-1385,Transit,,,18h50m31.53s,+46d28m52.0s,5732,1.15,1.29,10.59175639
1934,Kepler-1388 c,1605,5.73,16.294,2016,Neptune-like,2.2624,Unknown,5.5,0,Kepler-1386,Transit,,,18h43m17.61s,+42d38m09.8s,5733,1.02,1.03,10.99275703
1935,Kepler-1388 d,1605,8.55,16.294,2016,Neptune-like,2.856,Unknown,21,0,Kepler-1387,Transit,,,19h29m45.70s,+43d12m34.0s,5046,0.82,0.77,10.29296509
1936,Kepler-1388 e,1605,6.62,16.294,2016,Neptune-like,2.4528,Unknown,37.6,0,Kepler-1388,Transit,,,18h53m20.65s,+47d10m28.3s,4098,0.63,0.61,10.80499339
1937,Kepler-1389 b,1700,3.78,14.684,2016,Super Earth,1.77,Unknown,99.3,0,Kepler-1388,Transit,,,18h53m20.65s,+47d10m28.3s,4098,0.63,0.61,11.84775482
1938,Kepler-138 b,219,0.066,12.472,2014,Terrestrial,0.522,0.076,10.3,0.01,Kepler-1388,Transit,,,18h53m20.65s,+47d10m28.3s,4098,0.63,0.61,2.378448328
1939,Kepler-138 c,219,1.97,12.472,2014,Super Earth,1.197,0.0906,13.8,0.01,Kepler-1388,Transit,,,18h53m20.65s,+47d10m28.3s,4098,0.63,0.61,13.5010864
1940,Kepler-138 d,219,0.64,12.472,2014,Super Earth,1.212,0.12781,23.1,0.03,Kepler-1389,Transit,,,19h02m52.18s,+44d45m30.3s,5078,0.81,0.74,4.278243759
1941,Kepler-1390 b,2479,1.76,14.402,2016,Super Earth,1.18,Unknown,6.5,0,Kepler-139,Transit,,,18h49m34.07s,+43d53m21.7s,5594,,1.3,12.41193362
1942,Kepler-1391 b,2352,3.46,13.828,2016,Super Earth,1.68,Unknown,54.4,0,Kepler-139,Transit,,,18h49m34.07s,+43d53m21.7s,5594,,1.3,12.03783335
1943,Kepler-1392 b,3644,4.5,15.666,2016,Super Earth,1.96,Unknown,15.1,0,Kepler-1390,Transit,,,19h54m38.96s,+48d14m55.6s,5753,0.98,0.98,11.5024714
1944,Kepler-1393 b,1507,0.437,13.332,2016,Terrestrial,0.8,Unknown,2.4,0,Kepler-1391,Transit,,,19h39m19.45s,+46d39m34.5s,5840,1.03,1.1,6.704899216
1945,Kepler-1394 b,2675,2.51,11.714,2016,Super Earth,1.39,Unknown,3.9,0,Kepler-1392,Transit,,,19h15m04.07s,+46d23m39.9s,5479,0.88,0.85,12.75659925
1946,Kepler-1395 b,1654,0.437,12.536,2016,Terrestrial,0.8,Unknown,3.8,0,Kepler-1393,Transit,,,18h57m50.27s,+40d08m33.2s,5697,0.95,0.92,6.704899216
1947,Kepler-1396 b,4032,4.94,14.527,2016,Super Earth,2.07,Unknown,18.2,0,Kepler-1394,Transit,,,18h53m48.77s,+45d05m02.9s,6481,1.64,2.55,11.32079821
1948,Kepler-1397 b,2512,3.61,14.091,2016,Super Earth,1.72,Unknown,47.4,0,Kepler-1395,Transit,,,19h29m21.01s,+47d39m51.1s,6138,1.17,1.23,11.98232512
1949,Kepler-1398 b,2587,0.666,13.66,2016,Terrestrial,0.9,Unknown,2.8,0,Kepler-1396,Transit,,,19h37m20.75s,+44d55m05.9s,6195,1.18,1.27,8.073837449
1950,Kepler-1398 c,2587,1.08,13.66,2016,Super Earth,1.03,Unknown,4.1,0,Kepler-1397,Transit,,,19h58m42.21s,+47d04m33.0s,6026,1.09,1.12,9.996318782
1951,Kepler-1399 b,4097,2.1,15.507,2016,Super Earth,1.25,Unknown,1.6,0,Kepler-1398,Transit,,,19h39m27.88s,+48d38m20.3s,6126,1.13,1.18,13.19745105
1952,Kepler-139 b,1290,8.96,12.677,2014,Neptune-like,2.9344,0.127 AU,15.8,0,Kepler-1398,Transit,,,19h39m27.88s,+48d38m20.3s,6126,1.13,1.18,10.21786529
1953,Kepler-139 c,1290,11.4,12.677,2014,Neptune-like,3.3824,0.586 AU,157.1,0,Kepler-1399,Transit,,,19h33m14.80s,+46d02m30.2s,5735,0.97,0.96,9.784659369
1954,Kepler-1400 b,2867,3.26,15.713,2016,Super Earth,1.62,Unknown,9.1,0,Kepler-14,Transit,90,7.1,19h10m50.12s,+47d19m59.0s,6395,1.51,2.05,12.19771164
1955,Kepler-1401 b,4051,3.46,14.972,2016,Super Earth,1.68,Unknown,11.2,0,Kepler-140,Transit,,,19h09m28.67s,+46d46m05.6s,6077,,1.29,12.03783335
1956,Kepler-1402 b,2221,0.363,14.608,2016,Terrestrial,0.76,Unknown,2,0,Kepler-140,Transit,,,19h09m28.67s,+46d46m05.6s,6077,,1.29,6.17120867
1957,Kepler-1403 b,5875,5.22,15.591,2016,Neptune-like,2.14,Unknown,5.2,0,Kepler-1400,Transit,,,19h05m05.20s,+45d26m26.9s,5044,0.83,0.78,11.19267124
1958,Kepler-1404 b,3086,4.7,15.703,2016,Super Earth,2.01,Unknown,15.9,0,Kepler-1401,Transit,,,19h09m51.85s,+40d45m30.4s,5964,1.07,1.1,11.42343025
1959,Kepler-1405 b,5236,14.9,15.818,2016,Neptune-like,3.9536,Unknown,28.2,0,Kepler-1402,Transit,,,19h27m23.48s,+48d58m05.3s,5416,0.9,0.87,9.360339556
1960,Kepler-1406 b,1915,1.37,13.382,2016,Super Earth,1.1,Unknown,11.6,0,Kepler-1403,Transit,,,19h23m28.25s,+38d57m36.4s,6060,1.11,1.15,11.11798255
1961,Kepler-1407 b,4159,5.69,14.892,2016,Neptune-like,2.2512,Unknown,20.1,0,Kepler-1404,Transit,,,19h44m02.26s,+50d29m54.2s,5261,0.84,0.8,11.02490605
1962,Kepler-1408 b,1390,0.64,11.962,2016,Terrestrial,0.89,Unknown,3,0,Kepler-1405,Transit,,,19h42m44.36s,+39d15m22.1s,5925,1.05,1.07,7.933973616
1963,Kepler-1409 b,2355,1.12,15.172,2016,Super Earth,1.04,Unknown,0.8,0,Kepler-1406,Transit,,,19h28m19.65s,+38d54m54.1s,5892,1.05,1.12,10.16815447
1964,Kepler-140 b,1937,3.22,12.941,2014,Super Earth,1.61,0.045,3.3,0,Kepler-1407,Transit,,,18h55m46.18s,+41d28m17.8s,6010,1.1,1.15,12.19817644
1965,Kepler-140 c,1937,3.89,12.941,2014,Super Earth,1.8,0.414,91.4,0,Kepler-1408,Transit,,,18h50m47.99s,+45d25m32.8s,6170,1.21,1.35,11.78949988
1966,Kepler-1410 b,1197,3.82,15.948,2016,Super Earth,1.78,0.2543,60.9,0,Kepler-1409,Transit,,,19h20m20.35s,+51d12m31.0s,5160,0.83,0.79,11.83897625
1967,Kepler-1411 b,4668,8.35,15.771,2016,Neptune-like,2.8224,Unknown,86.1,0,Kepler-141,Transit,,,19h51m53.02s,+47d43m54.0s,4910,,0.79,10.29295656
1968,Kepler-1412 b,2084,0.498,13.193,2016,Terrestrial,0.83,Unknown,3.6,0,Kepler-141,Transit,,,19h51m53.02s,+47d43m54.0s,4910,,0.79,7.098456891
1969,Kepler-1413 b,3790,3.97,16.285,2016,Super Earth,1.82,Unknown,13.2,0,Kepler-1410,Transit,,,19h22m02.45s,+38d44m36.8s,4092,0.63,0.6,11.76897179
1970,Kepler-1414 b,1742,2.04,14.861,2016,Super Earth,1.23,Unknown,3.5,0,Kepler-1411,Transit,,,19h05m26.78s,+42d57m50.1s,5664,0.95,0.92,13.2406936
1971,Kepler-1415 b,3477,2.21,15.721,2016,Super Earth,1.29,Unknown,0.6,0,Kepler-1412,Transit,,,19h28m43.23s,+49d12m08.9s,5880,1.06,1.27,13.04078228
1972,Kepler-1416 b,2632,0.615,14.226,2016,Terrestrial,0.88,Unknown,1.5,0,Kepler-1413,Transit,,,19h37m22.00s,+46d29m55.6s,5196,0.84,0.8,7.798311209
1973,Kepler-1417 b,2140,0.972,13.858,2016,Terrestrial,1,Unknown,20.4,0,Kepler-1414,Transit,,,18h59m42.86s,+42d25m20.3s,4951,0.8,0.75,9.544585136
1974,Kepler-1418 b,1628,3.39,15.281,2016,Super Earth,1.66,Unknown,22.5,0,Kepler-1415,Transit,,,19h00m37.66s,+47d52m24.0s,5267,0.89,0.84,12.08020525
1975,Kepler-1419 b,4710,8.55,15.718,2016,Neptune-like,2.856,Unknown,42.5,0,Kepler-1416,Transit,,,19h54m39.23s,+43d53m38.7s,6019,1.09,1.15,10.29296509
1976,Kepler-141 b,991,0.257,13.421,2014,Terrestrial,0.69,0.039,3.1,0,Kepler-1417,Transit,,,19h23m47.97s,+40d36m18.8s,5839,1.02,1.02,5.300608554
1977,Kepler-141 c,991,2.57,13.421,2014,Super Earth,1.41,0.067,7,0,Kepler-1418,Transit,,,18h51m59.39s,+41d40m42.8s,4770,0.77,0.72,12.69362574
1978,Kepler-1420 b,3011,2.18,15.849,2016,Super Earth,1.28,Unknown,6.7,0,Kepler-1419,Transit,,,19h29m01.11s,+37d58m17.1s,5796,1.01,1.01,13.06553945
1979,Kepler-1421 b,2202,0.749,12.726,2016,Terrestrial,0.93,Unknown,6.9,0,Kepler-142,Transit,,,19h40m28.54s,+48d28m52.6s,5790,,1.27,8.503676139
1980,Kepler-1422 b,6788,4.74,15.619,2016,Super Earth,2.02,Unknown,18.6,0,Kepler-142,Transit,,,19h40m28.54s,+48d28m52.6s,5790,,1.27,11.40686742
1981,Kepler-1423 b,1465,1.2,14.558,2016,Super Earth,1.06,Unknown,24,0,Kepler-142,Transit,,,19h40m28.54s,+48d28m52.6s,5790,,1.27,10.48721826
1982,Kepler-1424 b,2022,1.65,13.592,2016,Super Earth,1.16,Unknown,29.6,0,Kepler-1420,Transit,,,19h44m48.91s,+42d46m40.2s,5187,0.82,0.79,12.04089466
1983,Kepler-1425 b,1628,0.779,13.563,2016,Terrestrial,0.94,Unknown,14.5,0,Kepler-1421,Transit,,,19h06m19.34s,+48d32m39.1s,6335,1.25,1.42,8.657102143
1984,Kepler-1426 b,3950,3.05,15.166,2016,Super Earth,1.56,Unknown,14.3,0,Kepler-1422,Transit,,,19h35m33.64s,+48d20m10.0s,6194,1.15,1.23,12.3066949
1985,Kepler-1427 b,3980,1.37,15.482,2016,Super Earth,1.1,Unknown,1,0,Kepler-1423,Transit,,,19h12m58.51s,+41d06m36.3s,4939,0.79,0.75,11.11798255
1986,Kepler-1428 b,2616,3.33,13.523,2016,Super Earth,1.64,Unknown,10.7,0,Kepler-1424,Transit,,,19h23m58.00s,+40d13m45.6s,5838,1.02,1.07,12.15758539
1987,Kepler-1429 b,3771,2.21,14.832,2016,Super Earth,1.29,Unknown,4.5,0,Kepler-1425,Transit,,,19h39m48.25s,+43d00m44.8s,5718,0.97,0.95,13.04078228
1988,Kepler-142 b,1819,4.62,13.197,2014,Super Earth,1.99,0.032,2,0,Kepler-1426,Transit,,,19h30m10.98s,+49d25m01.1s,5831,1.02,1.02,11.45583142
1989,Kepler-142 c,1819,8.55,13.197,2014,Neptune-like,2.856,0.057 AU,4.8,0,Kepler-1427,Transit,,,19h41m23.92s,+45d06m52.4s,5793,1.01,1.01,10.29296509
